artist,artist_id,artist_pop,artist_genres,album,album_id,track_name,track_id,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist,user,artists_song
J.B. Boone,6pC2OZq9beGbw5N1gTB1fa,28.0,[unknown],Severe Adventures,3aAuzofkBQMF2McFoxoYsH,Vestvågøy,1gnDDSsoyoOGNEkGfYH33N,0.0,0.498,0.388,4.0,-14.119,1.0,0.0324,0.632,0.0709,0.39,0.0679,134.769,194444.0,4.0,Cozy Coffeehouse ☕ - An Indie/Folk/Acoustic Playlist | Vol. 2,alexrainbirdMusic,J.B. BooneVestvågøy
David Huss,6vIHhboI9IcRPVI5eINQH1,5.0,[midwest americana],Intuition,7ijmNtxtbcbWrLZdItTBHV,Wings,16TeXX5FhhTMmANOSePVZP,7.0,0.6,0.172,0.0,-17.557,1.0,0.0389,0.955,0.787,0.109,0.302,78.541,355467.0,3.0,Cozy Coffeehouse ☕ - An Indie/Folk/Acoustic Playlist | Vol. 2,alexrainbirdMusic,David HussWings
Tia Gostelow,4blt4zG5qMjWCPymNjDNP5,41.0,"[australian indie, australian pop, brisbane indie]",Get To It,1rXpwBAOHPw3Q8GJvHBO3b,Get To It,3Kgpt1cCidgUFeOKZXfnoq,20.0,0.558,0.477,11.0,-9.185,1.0,0.0416,0.146,0.000814,0.0818,0.557,169.996,171000.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Tia GostelowGet To It
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (October 2019),1edTpHRCe0RSVUorAVBdZc,Don't Feel Like That,7pPk7P035YwwjkOAQQ5AgY,0.0,0.492,0.971,2.0,-4.602,1.0,0.0309,0.00885,0.0,0.234,0.755,96.998,215667.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsDon't Feel Like That
Ethansroom,0obyulaZmmOhiSsnYIfHne,21.0,[nashville indie],Space Themed Sheets,5V03FRsd9FWXnFQl08N9Fp,Space Themed Sheets,6SB6czWNgWuGjkzTZb9f2G,3.0,0.649,0.395,7.0,-12.229,0.0,0.0305,0.218,2.14e-05,0.127,0.249,135.066,194607.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,EthansroomSpace Themed Sheets
Morningsiders,5hPR4Atp3QY2ztiAcz1inl,60.0,"[folk-pop, indie folk, indiecoustica, neo mellow, pop rock, stomp and holler]",Headphones,6wRrMUGl7emQOHBWqhFP4v,Headphones,0zrPocy50w2dAlf0TTUCCI,0.0,0.577,0.781,7.0,-8.196,1.0,0.0282,0.00071,0.000795,0.269,0.787,138.954,181360.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,MorningsidersHeadphones
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (October 2019),1edTpHRCe0RSVUorAVBdZc,Cherry,5oTq3no7d25b68GoRfQ3PJ,0.0,0.545,0.617,11.0,-5.88,1.0,0.0296,0.0853,0.000488,0.103,0.526,97.016,200561.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsCherry
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (October 2019),1edTpHRCe0RSVUorAVBdZc,"Lilac, I Think",63mww3tMNgUkTXicbZHAwi,0.0,0.529,0.816,1.0,-6.354,0.0,0.0413,0.0503,0.0,0.165,0.683,144.937,243506.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,"Various ArtistsLilac, I Think"
Kita Menari,1noOoapXyyCG1nYTH436qw,21.0,[unknown],Into The Dark,7KskqONXs64AgAoxs1O62Q,Into The Dark,5sRfkIFMxODRFqiJEdvkyj,5.0,0.565,0.751,0.0,-8.377,1.0,0.0452,0.217,0.0053,0.0699,0.439,120.078,200551.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Kita MenariInto The Dark
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (October 2019),1edTpHRCe0RSVUorAVBdZc,Lonely Miracle - Alternate Version,22QiYuWLIF0DovLTZaIw8p,0.0,0.509,0.855,7.0,-3.547,1.0,0.0442,0.0737,0.0,0.318,0.566,86.032,204168.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsLonely Miracle - Alternate Version
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (October 2019),1edTpHRCe0RSVUorAVBdZc,Casanova,6JqmTanEWrM1MsmqGsUuVu,0.0,0.747,0.645,9.0,-7.949,1.0,0.0496,0.325,0.000375,0.0198,0.888,93.957,155987.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsCasanova
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (October 2019),1edTpHRCe0RSVUorAVBdZc,All on Black,7gGw0cUiuBLTUvr5PrvlS0,0.0,0.572,0.713,9.0,-7.764,0.0,0.0664,0.124,0.000306,0.689,0.667,147.937,197873.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsAll on Black
Abbie Ozard,03Xxe7sWXZW0NlayYQQHIn,29.0,"[liverpool indie, manchester indie]",On A Low,6QY2b7X8zus54JJUF3pli6,On A Low,6XIjPvLL8ZYXMpToSUnD7U,0.0,0.558,0.691,8.0,-6.744,0.0,0.0408,0.415,0.00928,0.2,0.198,130.974,216794.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Abbie OzardOn A Low
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (October 2019),1edTpHRCe0RSVUorAVBdZc,Strange Times,5Q8MHPPhvUaq9jPs9Rl4u4,0.0,0.458,0.871,7.0,-5.833,1.0,0.0649,0.166,0.0623,0.095,0.276,143.053,193148.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsStrange Times
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (October 2019),1edTpHRCe0RSVUorAVBdZc,Aura,6EL1so5vGgOLBvIwpqZ2dE,0.0,0.692,0.881,0.0,-4.701,0.0,0.0548,0.0991,1.33e-06,0.112,0.603,144.521,232281.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsAura
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (October 2019),1edTpHRCe0RSVUorAVBdZc,You & I,6BzRzCMleViVl96AlUBENb,0.0,0.529,0.964,10.0,-4.311,1.0,0.0914,0.354,1.65e-06,0.292,0.543,161.1,216521.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsYou & I
The Vaughns,1ljZwiiOAWzEHwOMlcGpvt,8.0,"[asbury park indie, new jersey indie]",F.O.M.O.,0inDoB6D9uBTHvXMGIkrc6,Shout,4lKQUcFMwtdXYvcqk7n65e,6.0,0.472,0.701,2.0,-7.319,1.0,0.0838,0.00908,0.494,0.172,0.657,174.931,196571.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,The VaughnsShout
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (October 2019),1edTpHRCe0RSVUorAVBdZc,Again,6f7uc7SAS8OYEIvIOUhfeL,0.0,0.489,0.931,7.0,-5.122,1.0,0.0452,0.00314,0.0289,0.0841,0.776,92.025,190010.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsAgain
Canary Gold,1XE3SVo8t9XmMacLga5kQX,8.0,[aberdeen indie],Broken Soul,2fsFl5z6fjDi7Whi8FMe0C,Stop The Competition,49u9gk6cw0R5c9FvfgW0FA,1.0,0.569,0.562,2.0,-7.324,1.0,0.0301,0.432,0.0539,0.454,0.705,141.923,170113.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Canary GoldStop The Competition
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (October 2019),1edTpHRCe0RSVUorAVBdZc,Girls,6JQwkropU8RjSp41R0CFtY,0.0,0.318,0.858,9.0,-5.38,1.0,0.0739,0.00773,8.23e-06,0.0908,0.299,147.998,244937.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsGirls
Salvador,1QqF1CET2LXSaAs0toDMGC,3.0,[unknown],Salvador,6aaqg8EknDDUlop71AOHDO,Ordinary Love,5mEZ9Ts4u4EmOjAL7SsWFo,0.0,0.597,0.572,4.0,-7.912,1.0,0.0295,0.0311,0.0558,0.141,0.132,144.893,256781.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,SalvadorOrdinary Love
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (October 2019),1edTpHRCe0RSVUorAVBdZc,Aileen,2CdDQbxFm5QubSpgX7rkUY,0.0,0.397,0.956,1.0,-4.161,1.0,0.103,2.87e-05,0.252,0.102,0.382,155.101,148452.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsAileen
Jordan Lindley,5lTAqA42dmnnSAcio6j3th,7.0,[unknown],"To You, For Her",5n203B5fk10WYUPQ0oig44,"To You, For Her",2qQsACuiDwStalZ5uELfTr,1.0,0.587,0.498,10.0,-6.908,1.0,0.0274,0.349,0.00016,0.0954,0.331,81.058,255576.0,4.0,Indie/Rock/Alt Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,"Jordan LindleyTo You, For Her"
Hein Cooper,75Cb1lVnzQa6mPaJA16Ho0,41.0,"[australian pop, pop quebecois]",Hear My Voice,0oLG7cwl8qgVlUKYkdBq3L,Hear My Voice,3zofgEgSQUs9t1CmVMAeB6,0.0,0.497,0.603,11.0,-8.719,1.0,0.0355,0.324,3.48e-05,0.114,0.324,89.886,189213.0,4.0,Indie/Pop/Folk Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Hein CooperHear My Voice
Wild Rivers,59sBwR0jPSTrbMtuTkRPN5,68.0,"[folk-pop, indie folk, indiecoustica, neo mellow, stomp and holler]",I Do,19ung7tixpNlHaQoAGR1ox,I Do - Bonus Track,70cSWrxMxRG2aCCO20Juo8,0.0,0.889,0.416,11.0,-8.868,0.0,0.107,0.224,0.0,0.257,0.563,127.98,184444.0,4.0,Indie/Pop/Folk Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Wild RiversI Do - Bonus Track
Thomas Oliver,5ZwD9tfnJ04kM0qgPSMzgy,44.0,[nz pop],Bulgarian Mountains,3lU5RXaSXTri9lxOQzCB4c,Bulgarian Mountains,5AYw3htxicDcB9j3gtgrLm,0.0,0.567,0.563,8.0,-7.97,1.0,0.0787,0.0449,0.0,0.106,0.689,89.851,204089.0,4.0,Indie/Pop/Folk Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Thomas OliverBulgarian Mountains
I See Rivers,50y0b4AuxvWpH2jlNqGMmg,22.0,[ambient folk],Helios,09RIbV6S3HOn3OGmwc0DDv,Helios,7GoorEWShjONZUmCKQbq5H,15.0,0.496,0.43,2.0,-11.919,1.0,0.0318,0.579,0.02,0.12,0.141,113.003,202376.0,4.0,Indie/Pop/Folk Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,I See RiversHelios
Little Chief,5oYrefc0gr24yRUMCDBZkB,38.0,"[arkansas indie, indiecoustica, stomp and holler]",Running Wild,4ZkUq8igwQt7CTwkCPLaeA,Running Wild,1KagcAXVhorg2Wvo80npCN,23.0,0.32,0.806,2.0,-7.666,1.0,0.0432,0.00447,0.292,0.117,0.251,142.082,210640.0,4.0,Indie/Pop/Folk Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Little ChiefRunning Wild
Young Mister,4NuiDXtUaaclXGNEPQYBBx,44.0,[north carolina indie],Sudden Swoon,40HGdiVgFyhmL8Mgjs6Tf5,What If I?,3fjOTakUo5SkP9SwgN4512,0.0,0.634,0.776,1.0,-6.675,0.0,0.0255,0.0027,0.000985,0.135,0.861,119.99,235427.0,4.0,Indie/Pop/Folk Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Young MisterWhat If I?
Samuel Gajicki,0lXF2cCg1bzrguJVr4GhqO,25.0,[unknown],Serenity,6b0zxKx1hrWwfuA7cBjdfz,Serenity,6VthVltGuHluXcHPamK1MT,6.0,0.25,0.54,7.0,-9.408,1.0,0.0355,0.0551,2.43e-05,0.114,0.335,81.551,224203.0,1.0,Indie/Pop/Folk Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Samuel GajickiSerenity
Cattle & Cane,6a1PrMzNmhNE8HrO8burHc,44.0,"[folk-pop, north east england indie]",Mexico,0ZxyzyyuqwtJ5KepC7kr2u,Mexico,0TLCPkmCBAasQwXpfwsS8J,13.0,0.697,0.716,6.0,-5.975,0.0,0.0337,0.00425,0.000186,0.117,0.581,124.964,230647.0,4.0,Indie/Pop/Folk Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Cattle & CaneMexico
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Pop / Folk Compilation (October 2019),4TFpbBUOR32CLLf6pbkcCC,Egg Shells,7tC1QpXfxZt8c8gTFd9jXQ,0.0,0.617,0.478,10.0,-9.375,1.0,0.0281,0.496,0.0122,0.0999,0.297,125.828,217489.0,4.0,Indie/Pop/Folk Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsEgg Shells
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Pop / Folk Compilation (October 2019),4TFpbBUOR32CLLf6pbkcCC,Breathe Till I'm Full,7fogpRjzQeGFrttzrz2aai,0.0,0.622,0.63,7.0,-6.721,1.0,0.0466,0.405,4.72e-06,0.0952,0.725,93.494,198886.0,4.0,Indie/Pop/Folk Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsBreathe Till I'm Full
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Pop / Folk Compilation (October 2019),4TFpbBUOR32CLLf6pbkcCC,Bella,5DLDfN5R08AqeulxwK6V0N,0.0,0.508,0.46,4.0,-8.276,1.0,0.0274,0.713,3.92e-05,0.111,0.294,144.051,270172.0,4.0,Indie/Pop/Folk Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsBella
Joel Leggett,4cbhnqZt1UeqOirvsmzBMt,30.0,[unknown],Living in Your Dream,07OBkjncMhgtyKWp0jwuVG,Living in Your Dream,2JHbLbZsz96MNAcJXvBgIO,0.0,0.786,0.631,0.0,-7.283,1.0,0.0381,0.626,0.000962,0.162,0.926,92.01,203546.0,4.0,Indie/Pop/Folk Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Joel LeggettLiving in Your Dream
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Pop / Folk Compilation (October 2019),4TFpbBUOR32CLLf6pbkcCC,This Could Be,1iw7rfSZaMdnl4PWJWCvTV,0.0,0.568,0.333,9.0,-9.284,1.0,0.0268,0.729,0.0192,0.114,0.264,109.937,230427.0,4.0,Indie/Pop/Folk Compilation - October 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsThis Could Be
Corey Harper,24Bq9F6DJfzTaqgmoxT5vm,46.0,"[indie anthem-folk, indiecoustica]",Barely Put Together,3i9ItZZVQMqVj5WOLkVoal,Dried Blood,2tOTyY0kVuBHpQtV0dg5p9,0.0,0.612,0.435,7.0,-9.837,1.0,0.0372,0.798,0.0,0.114,0.504,89.887,209560.0,4.0,Indie/Indie-Folk Compilation - Autumn/Fall 2019 (alexrainbirdMusic),alexrainbirdMusic,Corey HarperDried Blood
Chloe Foy,3KSEcvpvbR40uwA4eiSJUa,30.0,[pop folk],Without You,3zWxdOawF7WXfwKr41iBWe,Without You,5RYWD7PFfz7XVqQxNVpdq7,7.0,0.532,0.386,10.0,-10.509,1.0,0.0289,0.648,6.4e-05,0.208,0.284,119.93,298000.0,3.0,Indie/Indie-Folk Compilation - Autumn/Fall 2019 (alexrainbirdMusic),alexrainbirdMusic,Chloe FoyWithout You
Emma Charles,6yEBQRTCukkD2H0rq3am89,27.0,[unknown],Scorpio,6SlaSqyHyihdmYkWGssEnh,Scorpio,3aO8CJgVW4qUYD9K9Ufq3y,0.0,0.665,0.563,1.0,-8.342,0.0,0.0416,0.419,0.0881,0.119,0.352,135.988,233361.0,4.0,Indie/Indie-Folk Compilation - Autumn/Fall 2019 (alexrainbirdMusic),alexrainbirdMusic,Emma CharlesScorpio
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Indie-Folk Compilation - Autumn/Fall 2019,1jUolqSEXauahtalzJCr4g,The Maze,2xOESTFtTaHPC25fEo4Ola,0.0,0.493,0.477,11.0,-10.593,0.0,0.0346,0.326,0.627,0.243,0.395,77.547,222628.0,4.0,Indie/Indie-Folk Compilation - Autumn/Fall 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsThe Maze
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Indie-Folk Compilation - Autumn/Fall 2019,1jUolqSEXauahtalzJCr4g,Passing Through - Stripped,5J6PFsyQylQBLXE4MBXOfd,0.0,0.463,0.252,1.0,-10.702,1.0,0.0366,0.871,6.33e-06,0.111,0.385,75.431,210261.0,4.0,Indie/Indie-Folk Compilation - Autumn/Fall 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsPassing Through - Stripped
The Native Sibling,1UIyeerJfax0N2SdtnIGV7,28.0,"[indiecoustica, new americana, stomp and holler]",Wake Up,3NX2o6oh2okuYVNvEiBtoY,Wake Up,7eWLBQf3ua78ZrWbsdcV0x,5.0,0.557,0.533,2.0,-8.353,1.0,0.0298,0.554,0.00657,0.0947,0.277,129.013,239040.0,4.0,Indie/Indie-Folk Compilation - Autumn/Fall 2019 (alexrainbirdMusic),alexrainbirdMusic,The Native SiblingWake Up
Jules Gabriel,0hrHYtpUhF79RgMTRXDM7W,2.0,[unknown],Wolflife,1AanOPFc7ezIzazG0GQlJY,Wolflife,7fYqJXHAFP0KVK1fuqGcgp,0.0,0.407,0.459,9.0,-11.218,1.0,0.0317,0.253,4.1e-06,0.359,0.164,82.896,146355.0,4.0,Indie/Indie-Folk Compilation - Autumn/Fall 2019 (alexrainbirdMusic),alexrainbirdMusic,Jules GabrielWolflife
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Indie-Folk Compilation - Autumn/Fall 2019,1jUolqSEXauahtalzJCr4g,Grave,0R7k1e7VvhmFsN15X005Y4,0.0,0.199,0.367,1.0,-8.903,0.0,0.0293,0.624,0.043,0.121,0.0739,89.789,281721.0,5.0,Indie/Indie-Folk Compilation - Autumn/Fall 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsGrave
Christof van der Ven,4OmL1NFB2mS4Ipv9TAWC1F,43.0,"[christchurch indie, dutch indie]",Lucky,5kHUjrxcCZSZ0M5yyIK6bW,Lucky,1W657VfraIQKNk9fJ3PZYm,3.0,0.424,0.135,1.0,-12.386,1.0,0.0356,0.979,0.00143,0.107,0.202,136.205,222360.0,4.0,Indie/Indie-Folk Compilation - Autumn/Fall 2019 (alexrainbirdMusic),alexrainbirdMusic,Christof van der VenLucky
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Indie-Folk Compilation - Autumn/Fall 2019,1jUolqSEXauahtalzJCr4g,A Dance at the Crossroads,4BR3fT9h2U1Z86meLJzCtC,0.0,0.633,0.455,7.0,-8.633,1.0,0.0289,0.356,0.00185,0.123,0.382,126.377,261153.0,4.0,Indie/Indie-Folk Compilation - Autumn/Fall 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsA Dance at the Crossroads
Titus Haug,6o4vReQTCjhgC1xdMoF7fC,24.0,[san diego indie],Child,6nfPAtA4vOOZ5MjM5m2b6V,Child,2GzOuye0yCmaxJZe35mlAZ,10.0,0.416,0.361,11.0,-10.638,1.0,0.0307,0.902,0.932,0.108,0.208,149.841,257555.0,4.0,Indie/Indie-Folk Compilation - Autumn/Fall 2019 (alexrainbirdMusic),alexrainbirdMusic,Titus HaugChild
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Indie-Folk Compilation - Autumn/Fall 2019,1jUolqSEXauahtalzJCr4g,Sink,0lrq7xrYhM4XjZQmdtMoPB,0.0,0.508,0.319,10.0,-11.667,0.0,0.0296,0.278,0.0409,0.114,0.119,123.05,326003.0,4.0,Indie/Indie-Folk Compilation - Autumn/Fall 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsSink
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Indie-Folk Compilation - Autumn/Fall 2019,1jUolqSEXauahtalzJCr4g,Dreamer,5DCPcbXZnW81itr8EBktEI,0.0,0.538,0.382,7.0,-14.741,1.0,0.0302,0.897,0.00183,0.0705,0.463,159.765,203441.0,4.0,Indie/Indie-Folk Compilation - Autumn/Fall 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsDreamer
Stay Outside,2ryTEYHBsD0Ks4nytV1wle,26.0,[indy indie],All the Way Down,39b2P5ry9wk7sZNamLuUtG,All the Way Down,7hpj1tg37g0FQOpPbXsUro,22.0,0.444,0.924,6.0,-3.947,1.0,0.0583,0.00039,5.79e-05,0.333,0.535,138.046,200640.0,4.0,Indie/Rock/Alt Compilation - September 2019 (alexrainbirdMusic),alexrainbirdMusic,Stay OutsideAll the Way Down
Tenderfoot,0cAed9YivTN7Yq2BnjRNyt,18.0,[australian americana],To Be Young,3lXYDEXGf78jrHbshOeTsX,She Calls,69cEWzr7cnegAtu4J3kgTd,6.0,0.567,0.625,1.0,-7.11,1.0,0.0258,0.00797,7.54e-06,0.173,0.528,83.529,222463.0,4.0,Indie/Rock/Alt Compilation - September 2019 (alexrainbirdMusic),alexrainbirdMusic,TenderfootShe Calls
Luna Bay,4GxGE6FCYDdHtcDzRL7TYh,36.0,[english indie rock],You've Got It All,2bgZZ4H58AxFgdNpGKc0mn,You've Got It All,4Y8l351StLnzmFZS4DmXJd,16.0,0.398,0.84,2.0,-5.252,1.0,0.0425,0.001,0.0,0.213,0.191,132.952,196639.0,4.0,Indie/Rock/Alt Compilation - September 2019 (alexrainbirdMusic),alexrainbirdMusic,Luna BayYou've Got It All
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (September 2019),1yGIn4VphC6Kjy34uHotLL,Twit Twoo,21o4ElJQh89rEdDxdGUiD4,0.0,0.517,0.94,7.0,-4.558,1.0,0.124,0.189,0.00109,0.666,0.743,155.187,178494.0,4.0,Indie/Rock/Alt Compilation - September 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsTwit Twoo
Twinsmith,6OzddGLeuKG9irjEC13C69,20.0,"[indie surf, omaha indie]",Feels,3Q6WgWsCiziAr0eusqDHvX,Feels,05kqtJpJg8L6Bd9fOjI8eQ,6.0,0.587,0.779,0.0,-5.614,1.0,0.0275,0.0338,0.0647,0.081,0.416,138.001,224000.0,4.0,Indie/Rock/Alt Compilation - September 2019 (alexrainbirdMusic),alexrainbirdMusic,TwinsmithFeels
Candid,2eSdPS2sIENi2M3IO0mpwa,18.0,[coventry indie],Concrete Jungle,2EY9PvMrjctbvEelaUt7UT,Concrete Jungle,21LWMePO8Gnw2s40h7UAnG,14.0,0.419,0.838,8.0,-6.861,0.0,0.07,0.0128,0.0,0.0785,0.56,143.043,194318.0,4.0,Indie/Rock/Alt Compilation - September 2019 (alexrainbirdMusic),alexrainbirdMusic,CandidConcrete Jungle
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (September 2019),1yGIn4VphC6Kjy34uHotLL,Innate Beauty,45AR07wzN8Sj3sNrpNNmL9,0.0,0.504,0.827,0.0,-5.863,1.0,0.0528,0.0161,0.000169,0.459,0.316,136.077,253000.0,4.0,Indie/Rock/Alt Compilation - September 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsInnate Beauty
Dutch Criminal Record,5h6KJPKB8cSVJTWZhKAZoT,41.0,[portsmouth indie],Fade Away,30HXGUAkW9cSWU5JayAAva,Fade Away,3yBEK0aIjY9XYsgJt5BJI4,0.0,0.305,0.948,11.0,-5.12,1.0,0.0739,7.14e-06,0.508,0.301,0.618,174.014,218310.0,4.0,Indie/Rock/Alt Compilation - September 2019 (alexrainbirdMusic),alexrainbirdMusic,Dutch Criminal RecordFade Away
Dazy Park,0rio3nP7JWE13OGSJieLPi,25.0,[unknown],Heartbeat City,1PSbHhKo18l4VU0yxOFWgg,Heartbeat City,2f6Dj42LpMTkbicpu2CXyU,37.0,0.701,0.472,1.0,-8.343,1.0,0.0309,0.0833,0.0685,0.0975,0.439,95.989,213333.0,4.0,Indie/Rock/Alt Compilation - September 2019 (alexrainbirdMusic),alexrainbirdMusic,Dazy ParkHeartbeat City
JARA,4ChkQjoezu2OsPySOAWyEZ,25.0,"[indie emo, san diego indie]",Figure Me Out,6TiFjlfQIjwIIdJYgsv3sM,Figure Me Out,58Go1it973WByeEfAZSykY,4.0,0.612,0.569,5.0,-9.771,1.0,0.0282,0.00571,0.000455,0.112,0.499,117.988,268081.0,4.0,Indie/Rock/Alt Compilation - September 2019 (alexrainbirdMusic),alexrainbirdMusic,JARAFigure Me Out
J. Marco,4xBh4rxQzmL8g0PgYWdOTT,2.0,[unknown],Down & Out,3rdDWLNSgrzfOXnYLwydHx,Down & Out,33MQSXd7rAfb2PS2WZqqy0,2.0,0.556,0.842,0.0,-3.768,1.0,0.034,0.000528,0.799,0.115,0.571,121.991,210081.0,4.0,Indie/Rock/Alt Compilation - September 2019 (alexrainbirdMusic),alexrainbirdMusic,J. MarcoDown & Out
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (September 2019),1yGIn4VphC6Kjy34uHotLL,Lost,5gQfNqkJw5SflMaRzEcY3y,0.0,0.552,0.897,2.0,-5.6,1.0,0.0647,0.0311,7.43e-06,0.235,0.502,127.007,210867.0,4.0,Indie/Rock/Alt Compilation - September 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsLost
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Rock / Alt Compilation (September 2019),1yGIn4VphC6Kjy34uHotLL,Moving On,7Jx7aa4jNlPSxG2hDYFkNl,0.0,0.503,0.533,2.0,-8.157,1.0,0.0284,0.173,0.00832,0.0906,0.233,89.998,242261.0,4.0,Indie/Rock/Alt Compilation - September 2019 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsMoving On
